Instance,Income
112533,113878.68541094632
112534,295589.3198247614
112535,56851.55488310539
112536,119552.45669233747
112537,59313.12178294093
112538,-47399.85400002322
112539,201304.87845014903
112540,-7063.5027088905335
112541,80186.19931219297
112542,167020.1821798062
112543,75606.27822184924
112544,231908.5863999382
112545,44732.749859104166
112546,287.405414538749
112547,121416.4529871241
112548,318736.8464904253
112549,107497.86517382786
112550,148180.1155675972
112551,10797.966393475537
112552,135479.11142230476
112553,76071.24968339264
112554,98106.90790857049
112555,9996.798003226111
112556,96205.4014930391
112557,70303.145573608
112558,120218.26606926956
112559,34624.745865578414
112560,60153.281786501
112561,213715.5315030885
112562,-18915.698775036377
112563,128014.60703402315
112564,310091.89459241414
112565,154705.03524123784
112566,20042.862146646017
112567,58470.25956834841
112568,69087.53803939192
112569,202462.7436782146
112570,61687.933358966955
112571,124134.33541533264
112572,175648.40005863764
112573,19893.832553483255
112574,115754.9093375951
112575,80778.40546320181
112576,76520.36821329303
112577,286938.10741913185
112578,346976.7876683359
112579,89305.0857121803
112580,191942.26346272818
112581,64340.83897182834
112582,42360.12761380611
112583,-11209.446440632339
112584,246313.728575968
112585,9769.026658539136
112586,-13898.159697493247
112587,160149.97948424314
112588,83755.66209662944
112589,217877.55863606528
112590,19933.927496099088
112591,138696.03881189355
112592,25939.030467887933
112593,-6834.615183353308
112594,26095.287730541662
112595,13597.21802247694
112596,67789.90058634954
112597,59022.46339410194
112598,19082.37419427687
112599,-27412.76898847602
112600,17872.560821010673
112601,184496.6524952777
112602,56075.23389491183
112603,71092.61726637976
112604,172067.70650383827
112605,28682.847781935416
112606,52229.93742991699
112607,71945.87448765396
112608,100841.82992322906
112609,151044.80919409625
112610,91352.26654713042
112611,183470.3802920007
112612,194670.57647703862
112613,105306.76914128289
112614,153143.47406063735
112615,71022.56387120142
112616,133420.59855144686
112617,123776.36804064509
112618,285909.888745909
112619,37172.976111268275
112620,15824.0556037504
112621,-10143.001943090756
112622,120850.11630119669
112623,46272.46973692614
112624,44360.47759101848
112625,56531.77979594318
112626,151318.65244661173
112627,44653.56413652818
112628,22730.97223605326
112629,54059.897850024805
112630,52972.54536450468
112631,103101.12116335699
112632,193588.6222633177
112633,198342.69584427925
112634,22693.087514676154
112635,31910.12898085144
112636,86562.46529186505
112637,168915.88386223034
112638,-20158.121297317033
112639,62594.48290934425
112640,16231.53077534854
112641,5015.526456025371
112642,252430.85100640575
112643,84941.9247164083
112644,115005.74784538592
112645,62629.86871195852
112646,4148.961561005213
112647,1663.6972871242324
112648,50925.06586241163
112649,2173.906254044734
112650,-22438.135070274933
112651,34388.452818027814
112652,-10052.120907426113
112653,4008.7423099720036
112654,21391.40154443565
112655,1567.0997947097057
112656,-3835.9566581234685
112657,276030.56083304225
112658,396746.6897373022
112659,116971.59685235866
112660,347629.39740225824
112661,172198.93006759547
112662,134520.26433569798
112663,108994.94917792955
112664,209912.30828851805
112665,317155.8540241816
112666,109712.00803971937
112667,3645.0855668602744
112668,16986.12745865388
112669,117891.08585035533
112670,-4491.561792642111
112671,204501.01569777622
112672,170886.11463077855
112673,121258.8173054877
112674,30390.962282236957
112675,52481.16470049217
112676,32798.85266230226
112677,43336.26362380019
112678,11583.164012292924
112679,107614.7328497119
112680,163165.03996082002
112681,27147.72098776535
112682,111239.04929204239
112683,4990.714779249509
112684,237637.84957332167
112685,12726.252721706522
112686,17001.921767417458
112687,50551.20428223495
112688,37795.2131212473
112689,117580.07356257498
112690,62673.07172816264
112691,66967.3018481477
112692,61892.72269821534
112693,115015.1719240967
112694,26763.05134076107
112695,145482.05037121213
112696,163478.43695486823
112697,144549.85160798498
112698,116151.70167470066
112699,304141.7423364977
112700,245178.0224066074
112701,319409.26494615246
112702,137885.8002744785
112703,48350.29839201883
112704,64861.77846731793
112705,224763.95363075795
112706,67179.63608243264
112707,32327.16542547889
112708,113128.82903482905
112709,163289.18479620887
112710,71105.6010680992
112711,94768.58047615469
112712,-21200.759811968135
112713,88235.90159209468
112714,161295.01038660487
112715,139783.41490587418
112716,-2953.9254516222863
112717,-22448.57873705012
112718,79084.78275743948
112719,71220.36008393427
112720,26786.24494908855
112721,29489.303335533827
112722,28465.532321611652
112723,29498.586575803114
112724,35762.72914611973
112725,63996.86103215901
112726,-12291.158573303721
112727,88610.93678792042
112728,208118.94414039934
112729,50729.49225057365
112730,31366.003846175096
112731,46819.29674552311
112732,-27833.773282332462
112733,80128.68094841577
112734,177644.69357143017
112735,-12366.261710655526
112736,77239.57295526512
112737,60444.5003000478
112738,327953.27178456687
112739,60730.41658233281
112740,121913.81283019559
112741,28864.301802564587
112742,36606.55052666395
112743,39005.24590084201
112744,109923.91362771054
112745,156661.37882661022
112746,28583.010584037635
112747,83776.66080978076
112748,318531.4130911652
112749,69917.26075756503
112750,-20681.33149588277
112751,279104.68282014737
112752,87072.50557990419
112753,59075.117205526505
112754,153429.60023408668
112755,13233.493527477549
112756,56981.712542851805
112757,78812.88980748283
112758,9131.795852156472
112759,-30906.62507179205
112760,45978.797432949825
112761,108135.74032215646
112762,295138.9593355314
112763,4958.2097390767885
112764,184499.1168650311
112765,-62117.91114503285
112766,127996.60479104513
112767,414368.662871415
112768,17987.330900514906
112769,113470.63733729877
112770,33978.37277194421
112771,85010.40927132795
112772,48531.45650792343
112773,99217.33976125956
112774,5413.605026137724
112775,61932.86124206777
112776,11503.338711404009
112777,-14933.15973826038
112778,365231.879934743
112779,222415.01404226193
112780,141565.55049193767
112781,101967.62380307564
112782,33309.38407196908
112783,68199.61620845326
112784,79525.8483790179
112785,-2073.685639440024
112786,92557.27908516146
112787,81582.74788353685
112788,13903.80110630428
112789,65511.753297987685
112790,126990.22680714185
112791,204679.57660131998
112792,-15387.220109662856
112793,44725.70762713585
112794,381373.069770161
112795,36693.32736281835
112796,45221.27280745935
112797,73881.90562787396
112798,87956.5255747909
112799,113869.79922889714
112800,47698.86105735396
112801,15132.341808317055
112802,214830.3406113436
112803,295174.5204543992
112804,81158.47457894421
112805,67180.2423220186
112806,1473.3147539441125
112807,950.8901870832779
112808,262127.58655275477
112809,25224.53459444351
112810,166070.18325224673
112811,133646.08197044308
112812,84955.67936538882
112813,203031.75223934365
112814,51544.66956843337
112815,44272.30271576962
112816,298.7744226602372
112817,82123.13441150804
112818,55375.136247945775
112819,88813.755226304
112820,280932.4671647055
112821,44882.63250582368
112822,-4939.422990641615
112823,15132.140582215041
112824,14959.79948618717
112825,70389.32554673636
112826,133807.3688307039
112827,83918.66176901129
112828,102363.61689315765
112829,-9370.863150487945
112830,78219.18132748042
112831,99128.7046276849
112832,25409.02180741541
112833,134802.6881666347
112834,61693.633842999756
112835,200238.41348156455
112836,66762.61830389267
112837,111842.95102964155
112838,306097.2505316786
112839,76119.18300818716
112840,106801.62564813142
112841,105399.74440848379
112842,208820.99109681213
112843,60570.93098357902
112844,42463.78020892863
112845,70675.44082308235
112846,244764.02215057326
112847,75499.65614099265
112848,200074.80250756536
112849,176724.7161148972
112850,162138.84148370585
112851,278410.78121442
112852,15291.355345604534
112853,271229.11949975207
112854,70470.36545646208
112855,385456.8180966586
112856,41295.831099470146
112857,4073.7795011397684
112858,214.73364251106977
112859,133525.66946677346
112860,39325.52797454101
112861,171829.76715367928
112862,27197.231443501427
112863,65350.08575198724
112864,227946.54209217805
112865,613.260569582053
112866,291620.5785755712
112867,15447.53978692356
112868,24720.744400079246
112869,98187.37522080634
112870,76678.81041977945
112871,193782.42165768778
112872,1971.8595203599543
112873,175061.3820448917
112874,91840.64837565261
112875,91207.0951471494
112876,263980.3349232954
112877,35645.90705152642
112878,370055.15449590597
112879,314388.88066888996
112880,49789.63643159327
112881,51152.43674010399
112882,321198.09530305176
112883,57513.685748016054
112884,-24368.505803418753
112885,48865.988435307634
112886,94055.43965800479
112887,-10988.193351665512
112888,117686.50184526388
112889,87779.81175025553
112890,152827.71556134283
112891,132389.20544759242
112892,97612.84748450451
112893,38634.623094001436
112894,202047.66956980177
112895,-12545.242247566406
112896,-76043.4040344999
112897,85538.53590368136
112898,194119.46591788292
112899,4509.337206394179
112900,46607.35813888139
112901,82480.90526683099
112902,18206.91973140964
112903,191002.9790829998
112904,185940.26804282347
112905,69493.72299771244
112906,51984.43295939581
112907,-39489.136987469334
112908,-47568.38811499189
112909,338503.03777264047
112910,111910.21955667593
112911,49563.296531509375
112912,-11497.333588193811
112913,80467.14643214468
112914,18309.506746421568
112915,238647.6994475802
112916,221534.42756939627
112917,84578.0728958319
112918,117886.41527150426
112919,69738.52180466894
112920,18943.157085700717
112921,-21697.25728102133
112922,143949.8916445857
112923,140842.52221128717
112924,71126.83835870295
112925,159656.42642334092
112926,13762.275771674467
112927,4333.168441181362
112928,6717.940018194728
112929,94113.7813667414
112930,334469.8287584139
112931,66180.92058899812
112932,222170.11374853383
112933,24821.202990215505
112934,81896.03836445411
112935,89567.14358384389
112936,131250.0090075069
112937,271100.0759824453
112938,42323.533685886534
112939,-50012.471661174786
112940,68119.68817678292
112941,285169.9808902108
112942,-33531.78072508832
112943,297115.36161336006
112944,30537.817157096113
112945,128063.28189249459
112946,67019.04098592338
112947,38531.039611477114
112948,62316.78479160339
112949,17925.263256603735
112950,156081.8853826337
112951,46351.87795914675
112952,9113.177522978978
112953,39430.5416525841
112954,54021.88488028897
112955,-16780.31178367039
112956,-1693.8756909914082
112957,32107.978403076937
112958,336113.73942374217
112959,68692.26848985633
112960,68306.3935622535
112961,233111.7083398589
112962,81160.13351427222
112963,142383.9647449507
112964,-1216.949676288932
112965,23451.46596270625
112966,358343.4775248199
112967,7974.566206045973
112968,-41063.81886433286
112969,92952.78749514109
112970,-59455.52777229261
112971,66270.65623240173
112972,165959.4560626343
112973,18272.20721594745
112974,88039.05462868192
112975,26048.615295923315
112976,-11003.934902206995
112977,8673.363190730975
112978,105528.90180313372
112979,236500.132610788
112980,383848.4334515659
112981,505165.0708445037
112982,44883.882346850936
112983,113828.10816010687
112984,-16669.280269839102
112985,3177.00202298566
112986,23675.590443415684
112987,815.9180198872928
112988,52213.71291074157
112989,59501.72373381903
112990,76412.37785562658
112991,18960.651330793393
112992,2554.1294786501676
112993,103130.75124160043
112994,-4321.392242859991
112995,192664.01334380923
112996,-8550.065682175045
112997,265910.647314106
112998,53415.71844857797
112999,75078.79223884747
113000,-24379.474750804948
113001,26694.30565591727
113002,46665.55947357649
113003,85479.42987461732
113004,163667.96549290128
113005,32769.1226998287
113006,54680.55187599617
113007,-6546.850467970478
113008,34979.97834223951
113009,24484.57910555409
113010,53682.39669778122
113011,60473.439625605766
113012,37537.69568396447
113013,51152.695374506526
113014,81824.63480755751
113015,135674.70555583754
113016,236860.69410705622
113017,104270.31540046475
113018,62548.58142783283
113019,160752.117772504
113020,51460.87332392391
113021,58926.89518428873
113022,59070.54820980382
113023,78630.41914051963
113024,109215.88999868935
113025,29376.2977134221
113026,14578.253739803913
113027,29276.933124147006
113028,24725.07092500868
113029,169874.01486272836
113030,100510.58247679204
113031,45890.49759602157
113032,8529.514091247576
113033,117364.47937962878
113034,25590.826389660244
113035,58568.925495968026
113036,160233.07632822153
113037,102315.19448780344
113038,79802.61956923333
113039,90300.37077201792
113040,51255.30457255279
113041,7336.992469766235
113042,261862.27787576092
113043,9781.40197113814
113044,271081.4246280031
113045,399008.7565342054
113046,74574.3140013091
113047,23388.518968685414
113048,8665.862569802033
113049,139656.66149042966
113050,108775.90278378438
113051,148060.9256887462
113052,-14843.685996881104
113053,84057.08125663694
113054,75598.98600776796
113055,25899.326078802173
113056,85466.262981351
113057,-5418.805548740493
113058,-1310.667013217928
113059,75285.69055426726
113060,75298.1934729977
113061,36002.618089217984
113062,70429.1592660619
113063,225424.9077127301
113064,112305.47160156025
113065,35217.118771460315
113066,13864.741231286782
113067,65533.202353622066
113068,89522.34817742952
113069,-2380.26095986116
113070,95851.4100600772
113071,205814.84037319163
113072,10718.978389913333
113073,253051.0804340994
113074,160607.50230675586
113075,35039.88854821073
113076,104154.13250383094
113077,47416.09885327355
113078,34018.96204887761
113079,108382.01091436495
113080,67069.12986711028
113081,56763.58575752593
113082,22314.099749543704
113083,49009.774465842056
113084,79298.50031008333
113085,40211.18550356
113086,230262.82783204052
113087,361148.46054709895
113088,50725.62463372451
113089,294799.51271057315
113090,42176.220774035086
113091,71522.8137128136
113092,78434.84279714839
113093,82324.94308863638
113094,140819.308893085
113095,168910.35146290046
113096,99583.14756557049
113097,43886.79329159908
113098,185805.9394389911
113099,-32704.58935068728
113100,22510.610343067267
113101,248564.9162282374
113102,215243.90712848207
113103,49225.391199641046
113104,70864.13692902942
113105,32276.91471353639
113106,166450.18372329458
113107,242630.96266828635
113108,179252.5209661144
113109,10421.152827200363
113110,60445.60654931667
113111,147308.1472205819
113112,103532.26988983195
113113,121512.55169898516
113114,39003.56612675276
113115,89771.2222415859
113116,86194.7602083123
113117,149203.91872961255
113118,-35155.60502480087
113119,169202.43273130368
113120,102917.03343546338
113121,87651.89374375227
113122,143720.42169498053
113123,386555.6137776684
113124,2531.5144936652505
113125,173393.04320673563
113126,115835.16633237782
113127,85904.72878393577
113128,51267.017112175294
113129,192597.50030243187
113130,136528.314512667
113131,72697.4932446297
113132,123848.99409549317
113133,82512.57059152541
113134,331706.3578658701
113135,93445.3695999317
113136,107719.00433425349
113137,16576.734303562436
113138,77924.47395223513
113139,150486.2849982588
113140,159102.8440490833
113141,74639.33218587423
113142,18458.980132229102
113143,18745.126559747674
113144,207881.54029139827
113145,84738.55128019198
113146,66100.75487979909
113147,-14937.717014683527
113148,203732.560415993
113149,51855.36856883881
113150,7044.683002538746
113151,65442.46649177
113152,48029.79378726508
113153,183682.52919752963
113154,108421.77663825097
113155,39105.80668155488
113156,408777.52299343114
113157,174271.49911098887
113158,41782.19556761085
113159,191419.82498832452
113160,45317.98317638249
113161,164090.3828158801
113162,61086.85322003637
113163,19782.267308730516
113164,51208.46077678265
113165,213572.91041461972
113166,21104.858680841047
113167,140361.50313864736
113168,62434.97302554303
113169,36044.56616926339
113170,245275.72248733375
113171,75202.45909019909
113172,81316.89067876042
113173,40036.54256469582
113174,136959.90272295714
113175,50960.64484981238
113176,95712.82914312265
113177,87314.09053662588
113178,67825.18503532058
113179,37426.66450527962
113180,35744.51972553297
113181,55156.765305902285
113182,6810.067497526063
113183,-80.8167081157444
113184,69855.32924528094
113185,93514.90399197163
113186,157876.60053287382
113187,242118.57629960083
113188,14119.226438862854
113189,130359.31910390197
113190,69551.15494011465
113191,36537.88882673619
113192,24224.979886250512
113193,111245.59185493673
113194,35439.81439997617
113195,212182.0294529556
113196,31845.969733026577
113197,414218.8442395451
113198,153358.20483338297
113199,64608.088622318115
113200,24082.606991852983
113201,48982.343764890975
113202,47126.89252598013
113203,-7826.967290388071
113204,160032.5376479489
113205,371285.62948473706
113206,90572.96167557855
113207,-21946.68239905138
113208,189734.5671957673
113209,151594.02685307042
113210,106856.2632108255
113211,51116.666092493804
113212,85853.72400673386
113213,83352.20693720027
113214,29835.510909482953
113215,78015.36928870279
113216,96963.54942740803
113217,21436.06407923106
113218,15176.763584771194
113219,16856.393660824746
113220,143761.68190594227
113221,67.23604477918707
113222,34905.95467696269
113223,154584.6901567303
113224,11428.409839740896
113225,86015.31388861872
113226,54889.34012813133
113227,96463.39663579973
113228,55909.35553800705
113229,-13918.420560070896
113230,42114.022379202885
113231,45496.376085075666
113232,241327.05994168587
113233,39434.975300838996
113234,35095.27828744374
113235,225829.01356214975
113236,54270.739138562814
113237,185055.41957482335
113238,71845.73661461595
113239,26629.47082196083
113240,79187.85898867884
113241,162283.70081523733
113242,109010.45736717718
113243,107885.89386462123
113244,66629.73247840116
113245,123818.37137953646
113246,78033.84978967771
113247,90319.20239428827
113248,64522.006667065085
113249,130888.21241784497
113250,247552.98035667138
113251,95036.3538592037
113252,43116.37824566418
113253,6919.801228237397
113254,95472.37960178708
113255,214240.403424052
113256,31703.25079853699
